LOCATION,TIME,QGDP,HHSAV,HHDI,ECT,EMP,CLIR
DNK,2016-07-31,0.848381829,5.613164192,2.56,59.21978034,72.69739,
DNK,2016-10-31,0.720496974,5.613164192,-1.77,59.21978034,73.03913,
DNK,2017-01-31,0.654390627,6.0336031,0.99,58.65507617,72.82792,
DNK,2017-04-30,1.117777678,6.0336031,1.64,58.65507617,73.21941,
DNK,2017-07-31,-0.366774101,6.0336031,-0.61,58.65507617,73.15768,
DNK,2017-10-31,0.75496245,6.0336031,-0.33,58.65507617,73.74973,
DNK,2018-01-31,0.512055136,5.424600994,0.59,59.03938538,73.58279,
DNK,2018-04-30,0.502598831,5.424600994,-0.62,59.03938538,74.26997,
DNK,2018-07-31,0.602133078,5.424600994,0.61,59.03938538,74.21649,
DNK,2018-10-31,0.499343436,5.424600994,1.69,59.03938538,74.44853,
DNK,2019-01-31,-0.218151328,4.28351761,-0.16,59.3979151,74.58764,
DNK,2019-04-30,1.005162294,4.28351761,1.4,59.3979151,75.21154,
DNK,2019-07-31,0.457313711,4.28351761,-0.35,59.3979151,75.04589,
DNK,2019-10-31,-0.304142897,4.28351761,-0.1,59.3979151,75.24259,
DNK,2020-01-31,-1.021091997,5.698015455,1.4,60.20103864,75.03075,
DNK,2020-04-30,-6.04002957,5.698015455,-4.57,60.20103864,74.20911,
DNK,2020-07-31,5.555475678,5.698015455,5.59,60.20103864,73.94755,
DNK,2020-10-31,1.039550846,5.698015455,0.06,60.20103864,74.4271,
DNK,2021-01-31,1.579360542,2.545705334,-0.14,57.72624122,74.07334,
DNK,2021-04-30,2.93649594,2.545705334,0.55,57.72624122,75.74265,
DNK,2021-07-31,0.750351775,2.545705334,2.22,57.72624122,75.65335,
DNK,2021-10-31,2.424338645,2.545705334,-3.9,57.72624122,76.67849,
DNK,2022-01-31,-0.900468906,6.820327902,-2.54,55.15910184,76.47567,
DNK,2022-04-30,0.868663536,6.820327902,3.52,55.15910184,77.12208,
DNK,2022-07-31,-0.096688017,6.820327902,-0.68,55.15910184,76.77078,
DNK,2022-10-31,0.50928716,6.820327902,-2.4,55.15910184,76.75014,
DNK,2023-01-31,0.735889452,,2.55,,76.90761,
DNK,2023-04-30,0.315772817,,1.49,,76.68279,
ESP,1995-01-31,1.139887818,4.899162765,,51.54746997,,
ESP,1995-04-30,0.626475344,4.899162765,,51.54746997,,
ESP,1995-07-31,0.404785766,4.899162765,,51.54746997,,
ESP,1995-10-31,0.747758398,4.899162765,,51.54746997,,
ESP,1996-01-31,0.596091367,5.899175757,,51.35595058,,
ESP,1996-04-30,0.744412778,5.899175757,,51.35595058,,
ESP,1996-07-31,0.857968292,5.899175757,,51.35595058,,
ESP,1996-10-31,0.521448142,5.899175757,,51.35595058,,
ESP,1997-01-31,1.02024876,6.955856663,,52.71550307,,
ESP,1997-04-30,0.912896259,6.955856663,,52.71550307,,
ESP,1997-07-31,1.191036053,6.955856663,,52.71550307,,
ESP,1997-10-31,1.366050308,6.955856663,,52.71550307,,
ESP,1998-01-31,0.881427181,7.176570321,,53.21272921,,
ESP,1998-04-30,1.134158547,7.176570321,,53.21272921,,
ESP,1998-07-31,0.945725553,7.176570321,,53.21272921,,
ESP,1998-10-31,1.086423705,7.176570321,,53.21272921,,
ESP,1999-01-31,1.003493424,6.179617935,,53.63349919,52.92431,
ESP,1999-04-30,1.192424139,6.179617935,,53.63349919,53.5539,
ESP,1999-07-31,1.330389822,6.179617935,,53.63349919,54.1268,
ESP,1999-10-31,1.121813248,6.179617935,,53.63349919,54.76043,
ESP,2000-01-31,1.604993102,6.59963291,,53.68937907,55.4664,
ESP,2000-04-30,1.258317872,6.59963291,,53.68937907,56.01584,
ESP,2000-07-31,1.080112971,6.59963291,,53.68937907,56.50467,
ESP,2000-10-31,1.018595501,6.59963291,,53.68937907,57.0307,
ESP,2001-01-31,1.066791396,6.449971405,,52.71233168,57.41948,
ESP,2001-04-30,0.745368702,6.449971405,,52.71233168,57.58123,
ESP,2001-07-31,0.931995265,6.449971405,,52.71233168,58.00433,
ESP,2001-10-31,0.680507295,6.449971405,,52.71233168,58.25555,
ESP,2002-01-31,0.430755321,6.083096508,,52.49091492,58.55236,
ESP,2002-04-30,0.821027301,6.083096508,,52.49091492,58.88678,
ESP,2002-07-31,0.616873221,6.083096508,,52.49091492,59.00801,
ESP,2002-10-31,0.748338211,6.083096508,,52.49091492,59.28777,
ESP,2003-01-31,0.936732447,7.079615937,,52.18366139,59.5823,
ESP,2003-04-30,0.526951735,7.079615937,,52.18366139,59.98309,
ESP,2003-07-31,0.659827719,7.079615937,,52.18366139,60.3773,
ESP,2003-10-31,0.852443519,7.079615937,,52.18366139,60.71799,
ESP,2004-01-31,0.60844005,5.070497321,,52.27960664,60.87252,
ESP,2004-04-30,0.983144346,5.070497321,,52.27960664,60.97043,
ESP,2004-07-31,0.941201225,5.070497321,,52.27960664,61.43408,
ESP,2004-10-31,0.671859278,5.070497321,,52.27960664,62.03017,
ESP,2005-01-31,0.981551608,4.26515099,,52.26186615,62.69128,
ESP,2005-04-30,0.888808271,4.26515099,,52.26186615,63.42702,
ESP,2005-07-31,0.967356128,4.26515099,,52.26186615,63.93763,
ESP,2005-10-31,1.001443906,4.26515099,,52.26186615,64.25174,
ESP,2006-01-31,1.150570686,2.360106009,,52.54358562,64.64392,
ESP,2006-04-30,0.975689234,2.360106009,,52.54358562,64.91988,
ESP,2006-07-31,0.929862547,2.360106009,,52.54358562,65.09422,
ESP,2006-10-31,0.948808227,2.360106009,,52.54358562,65.47921,
ESP,2007-01-31,0.9203708,0.772101258,,52.4595712,65.68576,
ESP,2007-04-30,0.902488869,0.772101258,-1.67,52.4595712,65.92802,
ESP,2007-07-31,0.767469701,0.772101258,-2.49,52.4595712,65.86322,
ESP,2007-10-31,0.630260395,0.772101258,4.15,52.4595712,65.77824,
ESP,2008-01-31,0.221135567,3.076824841,-0.43,53.21255056,65.64638,
ESP,2008-04-30,0.115662067,3.076824841,-1.2,53.21255056,65.02801,
ESP,2008-07-31,-0.182712679,3.076824841,-1.33,53.21255056,64.26681,
ESP,2008-10-31,-1.627125163,3.076824841,2.5,53.21255056,62.99928,
ESP,2009-01-31,-2.600341016,6.945862657,-1.73,52.89632701,60.88344,
ESP,2009-04-30,-0.004460138,6.945862657,0.81,52.89632701,60.20499,
ESP,2009-07-31,0.213724455,6.945862657,-0.16,52.89632701,59.56884,
ESP,2009-10-31,-0.03523569,6.945862657,-0.9,52.89632701,59.18679,
ESP,2010-01-31,-0.022261964,5.064689321,0.32,53.45755719,59.03159,
ESP,2010-04-30,0.156239562,5.064689321,-0.76,53.45755719,58.92616,
ESP,2010-07-31,-0.048540272,5.064689321,-1.71,53.45755719,58.75511,
ESP,2010-10-31,0.052271008,5.064689321,-0.97,53.45755719,58.64045,
ESP,2011-01-31,-0.150061692,5.907505498,1.22,52.36763687,58.45913,
ESP,2011-04-30,-0.310222499,5.907505498,-0.62,52.36763687,58.59709,
ESP,2011-07-31,-0.645826509,5.907505498,-0.98,52.36763687,57.84103,
ESP,2011-10-31,-0.663137427,5.907505498,-2.26,52.36763687,57.14187,
ESP,2012-01-31,-0.931195619,2.224017155,-1.82,50.76217069,56.61037,
ESP,2012-04-30,-0.958602679,2.224017155,-2.95,50.76217069,56.00866,
ESP,2012-07-31,-0.519688187,2.224017155,0.02,50.76217069,55.41293,
ESP,2012-10-31,-0.740714981,2.224017155,-4.05,50.76217069,54.96614,
ESP,2013-01-31,-0.307528213,3.981490346,3.79,50.12141166,54.82571,
ESP,2013-04-30,-0.088247812,3.981490346,-0.1,50.12141166,54.63324,
ESP,2013-07-31,-0.036737262,3.981490346,-0.94,50.12141166,54.70524,
ESP,2013-10-31,0.166160366,3.981490346,-1.02,50.12141166,55.04271,
ESP,2014-01-31,0.367288312,2.276141899,-0.2,50.35426452,55.29606,
ESP,2014-04-30,0.471333071,2.276141899,-0.3,50.35426452,55.85238,
ESP,2014-07-31,0.734260997,2.276141899,2.6,50.35426452,56.02806,
ESP,2014-10-31,0.859167269,2.276141899,2.42,50.35426452,56.70244,
ESP,2015-01-31,1.147481028,3.170023062,0.34,50.34796741,56.99836,
ESP,2015-04-30,1.079096045,3.170023062,-0.08,50.34796741,57.77417,
ESP,2015-07-31,0.905855831,3.170023062,1.74,50.34796741,57.97565,
ESP,2015-10-31,0.973057209,3.170023062,-0.24,50.34796741,58.54147,
ESP,2016-01-31,0.680244742,2.97293333,1.07,49.81112821,59.05557,
ESP,2016-04-30,0.414833758,2.97293333,1.56,49.81112821,59.36935,
ESP,2016-07-31,0.856627103,2.97293333,-0.96,49.81112821,59.70239,
ESP,2016-10-31,0.543757017,2.97293333,0.04,49.81112821,60.05648,
ESP,2017-01-31,0.78518249,1.64594967,0.42,49.69277997,60.4362,
ESP,2017-04-30,1.02435951,1.64594967,1.32,49.69277997,60.97816,
ESP,2017-07-31,0.629616134,1.64594967,-0.49,49.69277997,61.32666,
ESP,2017-10-31,0.539328503,1.64594967,1.36,49.69277997,61.57869,
ESP,2018-01-31,0.427001157,1.424500621,-0.9,50.12502065,61.72099,
ESP,2018-04-30,0.585880251,1.424500621,0.34,50.12502065,62.39845,
ESP,2018-07-31,0.52041551,1.424500621,0.38,50.12502065,62.5775,
ESP,2018-10-31,0.659258956,1.424500621,1.4,50.12502065,62.87325,
ESP,2019-01-31,0.608861527,4.162587014,0.9,51.3620079,63.00329,
ESP,2019-04-30,0.346200217,4.162587014,1.87,51.3620079,63.59224,
ESP,2019-07-31,0.295000101,4.162587014,-1.21,51.3620079,63.28215,
ESP,2019-10-31,0.217169436,4.162587014,0.37,51.3620079,63.35347,
ESP,2020-01-31,-5.48725517,13.66229914,-1.62,54.91173124,62.67451,
ESP,2020-04-30,-17.82625592,13.66229914,-7.72,54.91173124,59.3508,
ESP,2020-07-31,16.63793363,13.66229914,11.23,54.91173124,60.67383,
ESP,2020-10-31,-0.058975087,13.66229914,-2.45,54.91173124,61.08115,
ESP,2021-01-31,-0.228663315,9.652908166,-0.81,54.19915667,61.22124,
ESP,2021-04-30,1.352205559,9.652908166,0.56,54.19915667,62.5013,
ESP,2021-07-31,3.108188446,9.652908166,3.28,54.19915667,63.37902,
ESP,2021-10-31,2.26529089,9.652908166,-1.52,54.19915667,63.8891,
ESP,2022-01-31,-0.573839954,2.949576534,-3.66,52.46656419,64.10294,
ESP,2022-04-30,2.791828726,2.949576534,-0.52,52.46656419,64.58621,
ESP,2022-07-31,0.387178437,2.949576534,-1.32,52.46656419,64.54653,
ESP,2022-10-31,0.414004686,2.949576534,5.11,52.46656419,64.38895,
ESP,2023-01-31,0.520072656,,1.81,,64.65857,
ESP,2023-04-30,0.420518918,,0.37,,65.43542,
SVN,1995-04-30,0.383404701,,,63.29510616,,
SVN,1995-07-31,0.15962365,,,63.29510616,,
SVN,1995-10-31,0.22185475,,,63.29510616,,
SVN,1996-01-31,0.528992002,,,61.47473595,,
SVN,1996-04-30,1.35187569,,,61.47473595,,
SVN,1996-07-31,1.249493328,,,61.47473595,,
SVN,1996-10-31,1.728440227,,,61.47473595,,
SVN,1997-01-31,0.37804217,,,58.555913,,
SVN,1997-04-30,2.473145589,,,58.555913,,
SVN,1997-07-31,0.853855964,,,58.555913,,
SVN,1997-10-31,0.325355098,,,58.555913,,
SVN,1998-01-31,0.561280222,,,57.65117504,,
SVN,1998-04-30,0.822355229,,,57.65117504,,
SVN,1998-07-31,0.776364657,,,57.65117504,,
SVN,1998-10-31,0.747583567,,,57.65117504,,
SVN,1999-01-31,1.758607068,,,56.86178087,62.27492,
SVN,1999-04-30,4.193562182,,,56.86178087,62.38001,
SVN,1999-07-31,-2.663302823,,,56.86178087,61.95286,
SVN,1999-10-31,1.803879648,,,56.86178087,62.12201,
SVN,2000-01-31,1.180346002,,,57.87375309,62.11891,
SVN,2000-04-30,1.29660777,,,57.87375309,62.48549,
SVN,2000-07-31,1.15971345,,,57.87375309,63.40491,
SVN,2000-10-31,0.817766316,,,57.87375309,63.30103,
SVN,2001-01-31,1.334753225,,,57.96451727,63.73252,
SVN,2001-04-30,0.013271641,,,57.96451727,63.3608,
SVN,2001-07-31,0.6361671,,,57.96451727,64.42924,
SVN,2001-10-31,1.148136384,,,57.96451727,63.69827,
SVN,2002-01-31,1.410509579,,,57.44781374,64.51485,
SVN,2002-04-30,-0.463409334,,,57.44781374,64.08062,
SVN,2002-07-31,1.305660281,,,57.44781374,62.67928,
SVN,2002-10-31,1.891799717,,,57.44781374,62.47449,
SVN,2003-01-31,-0.116873584,,,56.90107869,62.6809,
SVN,2003-04-30,-0.016212906,,,56.90107869,62.28661,
SVN,2003-07-31,1.597885502,,,56.90107869,61.73469,
SVN,2003-10-31,0.690334914,,,56.90107869,63.53072,
SVN,2004-01-31,0.887532094,,,57.00100251,64.46694,
SVN,2004-04-30,1.260774726,,,57.00100251,65.42506,
SVN,2004-07-31,1.04063511,,,57.00100251,66.06341,
SVN,2004-10-31,0.332805874,,,57.00100251,65.18873,
SVN,2005-01-31,0.845156934,,,57.15589428,65.94121,
SVN,2005-04-30,1.869553608,,,57.15589428,65.73303,
SVN,2005-07-31,0.84492569,,,57.15589428,65.80481,
SVN,2005-10-31,1.753541794,,,57.15589428,66.33722,
SVN,2006-01-31,0.594749672,,,56.60269773,66.73712,
SVN,2006-04-30,2.325787895,,,56.60269773,66.89896,
SVN,2006-07-31,1.654971147,,,56.60269773,66.38535,
SVN,2006-10-31,2.132414821,,,56.60269773,66.27369,
SVN,2007-01-31,1.870188866,,,55.99493851,66.80905,
SVN,2007-04-30,1.413297639,,-0.42,55.99493851,68.16347,
SVN,2007-07-31,1.930550976,,1.51,55.99493851,68.23823,
SVN,2007-10-31,0.033975843,,-1.37,55.99493851,67.8708,
SVN,2008-01-31,1.778993646,,-1.3,57.08101529,67.90482,
SVN,2008-04-30,1.741702102,,1.88,57.08101529,68.19833,
SVN,2008-07-31,-0.681419068,,4.64,57.08101529,69.27701,
SVN,2008-10-31,-3.873274953,,1.36,57.08101529,68.92123,
SVN,2009-01-31,-4.214746237,,-3.32,59.21699028,66.72104,
SVN,2009-04-30,-1.03841211,,-0.69,59.21699028,67.25755,
SVN,2009-07-31,0.12650548,,-2.52,59.21699028,67.4234,
SVN,2009-10-31,-0.237556653,,-0.67,59.21699028,66.87045,
SVN,2010-01-31,0.00798541,,3.12,60.00775455,66.21341,
SVN,2010-04-30,1.794039134,,-1.5,60.00775455,65.89261,
SVN,2010-07-31,0.248756123,,-1.2,60.00775455,65.04119,5.57
SVN,2010-10-31,0.464285202,,-0.07,60.00775455,65.11599,5.43
SVN,2011-01-31,0.742270105,,1.28,58.6439876,63.84311,5.48
SVN,2011-04-30,-0.622091402,,0.69,58.6439876,63.81987,5.79
SVN,2011-07-31,-0.086857472,,-0.76,58.6439876,63.80459,5.93
SVN,2011-10-31,0.013428356,,-1.9,58.6439876,63.87435,6.12
SVN,2012-01-31,-0.550249185,,2.51,58.73485003,64.11067,5.89
SVN,2012-04-30,-1.907949732,,-5.8,58.73485003,63.26339,5.78
SVN,2012-07-31,0.334822344,,-0.01,58.73485003,63.35395,5.62
SVN,2012-10-31,-2.079262155,,-0.59,58.73485003,63.59185,5.5
SVN,2013-01-31,0.234048748,,-0.56,57.35994501,62.80345,5.57
SVN,2013-04-30,0.22385197,,-0.74,57.35994501,62.51348,5.82
SVN,2013-07-31,0.089178577,,0.35,57.35994501,63.17988,5.45
SVN,2013-10-31,1.93245964,,0.46,57.35994501,62.57861,5.41
SVN,2014-01-31,0.028850052,,0.68,56.58428149,62.85583,5.14
SVN,2014-04-30,0.90521601,,-0.21,56.58428149,63.76513,5.01
SVN,2014-07-31,0.61588441,,0.35,56.58428149,63.3826,4.78
SVN,2014-10-31,0.061986556,,1.27,56.58428149,63.50657,4.52
SVN,2015-01-31,0.451685706,,-0.18,56.36914497,63.83179,4.25
SVN,2015-04-30,0.806515264,,1.35,56.36914497,64.78153,3.64
SVN,2015-07-31,0.610869506,,1.56,56.36914497,65.36559,3.56
SVN,2015-10-31,-0.005158075,,-0.02,56.36914497,64.71085,3.47
SVN,2016-01-31,1.134788999,,3.23,56.99756309,64.40385,3.33
SVN,2016-04-30,1.313020776,,0.03,56.99756309,65.51113,2.96
SVN,2016-07-31,0.915725166,,1.19,56.99756309,65.26746,2.88
SVN,2016-10-31,0.757285226,,0.17,56.99756309,66.24228,2.98
SVN,2017-01-31,1.755199742,,-0.19,56.85319715,67.47336,3.16
SVN,2017-04-30,1.210033087,,1.25,56.85319715,68.33721,3.24
SVN,2017-07-31,0.909242771,,1.05,56.85319715,69.26065,2.86
SVN,2017-10-31,2.28325146,,0.96,56.85319715,69.72653,2.68
SVN,2018-01-31,0.043271611,,0.88,57.10093702,69.75183,2.74
SVN,2018-04-30,1.330210134,,0.39,57.10093702,70.42151,2.85
SVN,2018-07-31,1.369940225,,1.29,57.10093702,70.96375,2.62
SVN,2018-10-31,1.201631171,,1.89,57.10093702,71.19575,2.7
SVN,2019-01-31,0.620001989,,0.95,58.00709099,71.3707,2.84
SVN,2019-04-30,-0.376670489,,0.99,58.00709099,71.8536,2.74
SVN,2019-07-31,1.649736459,,-0.6,58.00709099,71.04496,2.55
SVN,2019-10-31,1.184951184,,-1.68,58.00709099,70.91153,2.59
SVN,2020-01-31,-4.691597387,,9.08,60.65503293,71.33343,2.95
SVN,2020-04-30,-9.800753862,,-6.24,60.65503293,69.37788,3.22
SVN,2020-07-31,13.00451334,,3.34,60.65503293,69.48947,2.65
SVN,2020-10-31,-1.253408569,,1.73,60.65503293,70.07561,2.77
SVN,2021-01-31,1.778404022,,2.65,60.03867238,69.00964,2.62
SVN,2021-04-30,1.890392747,,-2.57,60.03867238,71.67484,2.43
SVN,2021-07-31,2.902131652,,4.12,60.03867238,72.76155,2.36
SVN,2021-10-31,3.401129616,,-0.46,60.03867238,72.32367,2.14
SVN,2022-01-31,1.16375008,,1.03,59.10823807,73.16875,2.32
SVN,2022-04-30,0.612437275,,-2.83,59.10823807,73.01576,2.17
SVN,2022-07-31,-1.269412403,,-0.76,59.10823807,73.39708,2.24
SVN,2022-10-31,0.798187563,,0.25,59.10823807,72.93623,3.5
SVN,2023-01-31,0.744497995,,4.23,,72.04592,4.34
SVN,2023-04-30,1.363298169,,-0.42,,72.95356,4.48
NLD,1995-01-31,0.680302747,10.34053914,,55.29548173,,
NLD,1995-04-30,0.784550155,10.34053914,,55.29548173,,
NLD,1995-07-31,0.785696194,10.34053914,,55.29548173,,
NLD,1995-10-31,0.712376003,10.34053914,,55.29548173,,
NLD,1996-01-31,0.410827909,8.920778164,,55.21526582,,
NLD,1996-04-30,1.114967157,8.920778164,,55.21526582,,
NLD,1996-07-31,1.400073112,8.920778164,,55.21526582,,
NLD,1996-10-31,0.710941146,8.920778164,,55.21526582,,
NLD,1997-01-31,1.090973276,8.759733037,,54.53141942,,
NLD,1997-04-30,1.041229521,8.759733037,,54.53141942,,
NLD,1997-07-31,1.45275968,8.759733037,,54.53141942,,
NLD,1997-10-31,1.282980368,8.759733037,,54.53141942,,
NLD,1998-01-31,1.349037285,6.922986312,,54.75806565,,
NLD,1998-04-30,0.715690359,6.922986312,,54.75806565,,
NLD,1998-07-31,0.853584161,6.922986312,,54.75806565,,
NLD,1998-10-31,0.915112376,6.922986312,,54.75806565,,
NLD,1999-01-31,1.666753831,4.679948448,,55.74624424,,
NLD,1999-04-30,1.112901909,4.679948448,,55.74624424,,
NLD,1999-07-31,1.37722889,4.679948448,,55.74624424,,
NLD,1999-10-31,1.406875109,4.679948448,,55.74624424,,
NLD,2000-01-31,0.62271011,4.079335163,,55.85833547,71.81953,
NLD,2000-04-30,1.116802889,4.079335163,,55.85833547,72.70621,
NLD,2000-07-31,0.825163363,4.079335163,,55.85833547,73.33804,
NLD,2000-10-31,1.299729489,4.079335163,,55.85833547,73.83019,
NLD,2001-01-31,0.108520675,5.07381572,,55.54497128,73.94598,
NLD,2001-04-30,0.505669035,5.07381572,,55.54497128,73.97926,
NLD,2001-07-31,0.173787806,5.07381572,,55.54497128,74.20334,
NLD,2001-10-31,0.322515301,5.07381572,,55.54497128,74.3256,
NLD,2002-01-31,-0.610179976,5.100893678,,55.99115956,74.26822,
NLD,2002-04-30,0.348263578,5.100893678,,55.99115956,74.43726,
NLD,2002-07-31,0.155263883,5.100893678,,55.99115956,74.48672,
NLD,2002-10-31,0.149651197,5.100893678,,55.99115956,74.45969,
NLD,2003-01-31,0.017344153,4.783954632,,56.22459748,74.07298,
NLD,2003-04-30,-0.345329821,4.783954632,,56.22459748,73.75138,
NLD,2003-07-31,0.088712714,4.783954632,,56.22459748,73.55392,
NLD,2003-10-31,0.535395784,4.783954632,,56.22459748,73.17964,
NLD,2004-01-31,0.905236953,4.517685357,,55.35467161,73.22832,
NLD,2004-04-30,0.476796103,4.517685357,,55.35467161,73.10111,
NLD,2004-07-31,0.149388239,4.517685357,,55.35467161,73.19926,
NLD,2004-10-31,0.218014009,4.517685357,,55.35467161,72.94102,
NLD,2005-01-31,0.322858268,2.932119379,,54.0881655,70.41714,
NLD,2005-04-30,0.703469864,2.932119379,,54.0881655,70.51377,
NLD,2005-07-31,1.342952261,2.932119379,,54.0881655,70.61476,
NLD,2005-10-31,0.630550925,2.932119379,,54.0881655,70.9585,
NLD,2006-01-31,0.623937874,2.31977652,,52.75401183,71.11403,
NLD,2006-04-30,1.497031303,2.31977652,,52.75401183,71.2098,
NLD,2006-07-31,0.598152747,2.31977652,,52.75401183,71.65397,
NLD,2006-10-31,0.824500468,2.31977652,,52.75401183,72.28758,
NLD,2007-01-31,1.145697378,2.315268923,,52.56459218,72.77247,
NLD,2007-04-30,0.511646773,2.315268923,-0.43,52.56459218,73.2823,
NLD,2007-07-31,1.117501908,2.315268923,1.16,52.56459218,73.75451,
NLD,2007-10-31,1.353023647,2.315268923,-0.14,52.56459218,74.03915,
NLD,2008-01-31,0.327531403,4.203361911,-0.26,53.18342217,74.50661,
NLD,2008-04-30,0.492586831,4.203361911,0.84,53.18342217,74.98191,
NLD,2008-07-31,-0.122148031,4.203361911,0.15,53.18342217,75.1141,
NLD,2008-10-31,-0.659940783,4.203361911,0.12,53.18342217,75.16648,
NLD,2009-01-31,-3.593640784,8.033819148,-1.53,55.63156535,76.69969,
NLD,2009-04-30,0.002508579,8.033819148,4.34,55.63156535,76.41776,
NLD,2009-07-31,0.400707908,8.033819148,-3.27,55.63156535,76.06215,
NLD,2009-10-31,0.602328461,8.033819148,1.98,55.63156535,75.47498,
NLD,2010-01-31,-0.188878543,6.284093952,-1.28,54.2796197,75.23414,
NLD,2010-04-30,0.438962834,6.284093952,-1.19,54.2796197,75.44576,
NLD,2010-07-31,0.441823884,6.284093952,3.44,54.2796197,75.54191,
NLD,2010-10-31,1.128164665,6.284093952,-3.14,54.2796197,75.58325,
NLD,2011-01-31,0.577128695,7.222317731,0.71,54.53628533,75.45016,
NLD,2011-04-30,-0.089398302,7.222317731,1.36,54.53628533,75.52879,
NLD,2011-07-31,0.000390709,7.222317731,-2.27,54.53628533,75.70951,
NLD,2011-10-31,-0.603347144,7.222317731,-0.21,54.53628533,76.0275,
NLD,2012-01-31,-0.208153284,8.953678257,1.4,54.86332744,75.97653,
NLD,2012-04-30,0.050932344,8.953678257,-1.41,54.86332744,75.95175,
NLD,2012-07-31,-0.429226868,8.953678257,0.54,54.86332744,75.94928,
NLD,2012-10-31,-0.699748546,8.953678257,-1.24,54.86332744,75.69904,
NLD,2013-01-31,0.322901448,9.21230362,-1.32,54.50245002,75.37838,
NLD,2013-04-30,-0.180697917,9.21230362,0.38,54.50245002,75.2542,
NLD,2013-07-31,0.603037206,9.21230362,1.06,54.50245002,74.97655,
NLD,2013-10-31,0.634724177,9.21230362,0.72,54.50245002,74.80501,
NLD,2014-01-31,-0.094853292,10.52410236,-0.12,54.25899533,74.32191,
NLD,2014-04-30,0.585474061,10.52410236,0.03,54.25899533,74.4213,
NLD,2014-07-31,0.250188693,10.52410236,-0.22,54.25899533,74.79487,
NLD,2014-10-31,0.895655301,10.52410236,0.83,54.25899533,75.0602,
