LOCATION,TIME,EMP
LUX,2011-Q2,63.65186
LUX,2011-Q3,64.97558
LUX,2011-Q4,64.08472
LUX,2012-Q1,64.66133
LUX,2012-Q2,65.6489
LUX,2012-Q3,66.60992
LUX,2012-Q4,66.42278
LUX,2013-Q1,65.08836
LUX,2013-Q2,65.48248
LUX,2013-Q3,66.05312
LUX,2013-Q4,66.25787
LUX,2014-Q1,66.31561
LUX,2014-Q2,66.53126
LUX,2014-Q3,65.9713
LUX,2014-Q4,67.70855
LUX,2015-Q1,66.11358
LUX,2015-Q2,67.02236
LUX,2015-Q3,65.49547
LUX,2015-Q4,65.87744
LUX,2016-Q1,65.16062
LUX,2016-Q2,65.27502
LUX,2016-Q3,65.2212
LUX,2016-Q4,66.5593
LUX,2017-Q1,65.95451
LUX,2017-Q2,65.712
LUX,2017-Q3,67.05077
LUX,2017-Q4,66.40146
LUX,2018-Q1,66.92646
LUX,2018-Q2,66.27587
LUX,2018-Q3,66.96879
LUX,2018-Q4,68.19382
LUX,2019-Q1,67.65785
LUX,2019-Q2,68.16791
LUX,2019-Q3,67.91406
LUX,2019-Q4,67.95377
LUX,2020-Q1,66.7622
LUX,2020-Q2,66.71719
LUX,2020-Q3,66.93652
LUX,2020-Q4,68.55656
LUX,2021-Q1,68.09958
LUX,2021-Q2,69.64709
LUX,2021-Q3,70.20864
LUX,2021-Q4,69.47457
LUX,2022-Q1,70.58776
LUX,2022-Q2,70.13537
LUX,2022-Q3,70.04597
LUX,2022-Q4,69.7155
LUX,2023-Q1,70.59926
LUX,2023-Q2,70.7633
MEX,2005-Q1,60.014
MEX,2005-Q2,59.58381
MEX,2005-Q3,60.22393
MEX,2005-Q4,60.39651
MEX,2006-Q1,60.90329
MEX,2006-Q2,60.83941
MEX,2006-Q3,61.10054
MEX,2006-Q4,61.01229
MEX,2007-Q1,60.96061
MEX,2007-Q2,60.90899
MEX,2007-Q3,60.59277
MEX,2007-Q4,61.54747
MEX,2008-Q1,61.22768
MEX,2008-Q2,61.20391
MEX,2008-Q3,60.51975
MEX,2008-Q4,59.71938
MEX,2009-Q1,59.77544
MEX,2009-Q2,59.31306
MEX,2009-Q3,59.91075
MEX,2009-Q4,60.14302
MEX,2010-Q1,59.76175
MEX,2010-Q2,60.22778
MEX,2010-Q3,59.83881
MEX,2010-Q4,58.82186
MEX,2011-Q1,59.51459
MEX,2011-Q2,59.75734
MEX,2011-Q3,59.98559
MEX,2011-Q4,60.84484
MEX,2012-Q1,60.50902
MEX,2012-Q2,61.27755
MEX,2012-Q3,61.34932
MEX,2012-Q4,60.50367
MEX,2013-Q1,60.43403
MEX,2013-Q2,60.97123
MEX,2013-Q3,60.74557
MEX,2013-Q4,61.2202
MEX,2014-Q1,60.78503
MEX,2014-Q2,60.40804
MEX,2014-Q3,60.2579
MEX,2014-Q4,60.18509
MEX,2015-Q1,60.58424
MEX,2015-Q2,60.54075
MEX,2015-Q3,60.61661
MEX,2015-Q4,61.24331
MEX,2016-Q1,60.85095
MEX,2016-Q2,60.90541
MEX,2016-Q3,61.38045
MEX,2016-Q4,61.05562
MEX,2017-Q1,61.41088
MEX,2017-Q2,61.13411
MEX,2017-Q3,61.08108
MEX,2017-Q4,61.15371
MEX,2018-Q1,61.47199
MEX,2018-Q2,61.63227
MEX,2018-Q3,61.68
MEX,2018-Q4,61.5984
MEX,2019-Q1,62.09033
MEX,2019-Q2,62.24973
MEX,2019-Q3,62.34018
MEX,2019-Q4,62.37773
MEX,2020-Q1,62.57219
MEX,2020-Q2,51.40654
MEX,2020-Q3,56.87294
MEX,2020-Q4,59.22864
MEX,2021-Q1,59.59229
MEX,2021-Q2,61.11487
MEX,2021-Q3,61.51062
MEX,2021-Q4,61.91598
MEX,2022-Q1,61.84948
MEX,2022-Q2,62.5863
MEX,2022-Q3,62.55387
MEX,2022-Q4,63.15576
MEX,2023-Q1,63.81595
MEX,2023-Q2,63.36795
NLD,2000-Q1,71.81953
NLD,2000-Q2,72.70621
NLD,2000-Q3,73.33804
NLD,2000-Q4,73.83019
NLD,2001-Q1,73.94598
NLD,2001-Q2,73.97926
NLD,2001-Q3,74.20334
NLD,2001-Q4,74.3256
NLD,2002-Q1,74.26822
NLD,2002-Q2,74.43726
NLD,2002-Q3,74.48672
NLD,2002-Q4,74.45969
NLD,2003-Q1,74.07298
NLD,2003-Q2,73.75138
NLD,2003-Q3,73.55392
NLD,2003-Q4,73.17964
NLD,2004-Q1,73.22832
NLD,2004-Q2,73.10111
NLD,2004-Q3,73.19926
NLD,2004-Q4,72.94102
NLD,2005-Q1,70.41714
NLD,2005-Q2,70.51377
NLD,2005-Q3,70.61476
NLD,2005-Q4,70.9585
NLD,2006-Q1,71.11403
NLD,2006-Q2,71.2098
NLD,2006-Q3,71.65397
NLD,2006-Q4,72.28758
NLD,2007-Q1,72.77247
NLD,2007-Q2,73.2823
NLD,2007-Q3,73.75451
NLD,2007-Q4,74.03915
NLD,2008-Q1,74.50661
NLD,2008-Q2,74.98191
NLD,2008-Q3,75.1141
NLD,2008-Q4,75.16648
NLD,2009-Q1,76.69969
NLD,2009-Q2,76.41776
NLD,2009-Q3,76.06215
NLD,2009-Q4,75.47498
NLD,2010-Q1,75.23414
NLD,2010-Q2,75.44576
NLD,2010-Q3,75.54191
NLD,2010-Q4,75.58325
NLD,2011-Q1,75.45016
NLD,2011-Q2,75.52879
NLD,2011-Q3,75.70951
NLD,2011-Q4,76.0275
NLD,2012-Q1,75.97653
NLD,2012-Q2,75.95175
NLD,2012-Q3,75.94928
NLD,2012-Q4,75.69904
NLD,2013-Q1,75.37838
NLD,2013-Q2,75.2542
NLD,2013-Q3,74.97655
NLD,2013-Q4,74.80501
NLD,2014-Q1,74.32191
NLD,2014-Q2,74.4213
NLD,2014-Q3,74.79487
NLD,2014-Q4,75.0602
NLD,2015-Q1,75.37344
NLD,2015-Q2,75.62761
NLD,2015-Q3,75.79501
NLD,2015-Q4,75.77619
NLD,2016-Q1,75.93318
NLD,2016-Q2,76.26641
NLD,2016-Q3,76.56997
NLD,2016-Q4,76.70876
NLD,2017-Q1,76.94497
NLD,2017-Q2,77.20365
NLD,2017-Q3,77.54356
NLD,2017-Q4,77.79154
NLD,2018-Q1,78.05624
NLD,2018-Q2,78.48902
NLD,2018-Q3,78.95077
NLD,2018-Q4,79.28374
NLD,2019-Q1,79.4565
NLD,2019-Q2,79.7197
NLD,2019-Q3,79.77459
NLD,2019-Q4,79.76942
NLD,2020-Q1,80.10939
NLD,2020-Q2,78.95673
NLD,2020-Q3,78.86728
NLD,2020-Q4,79.23765
NLD,2021-Q1,79.43129
NLD,2021-Q2,79.83975
NLD,2021-Q3,80.41928
NLD,2021-Q4,80.84986
NLD,2022-Q1,81.37928
NLD,2022-Q2,81.8541
NLD,2022-Q3,81.73155
NLD,2022-Q4,82.07525
NLD,2023-Q1,82.27949
NLD,2023-Q2,82.50891
NZL,1995-Q1,68.95591
NZL,1995-Q2,69.5927
NZL,1995-Q3,70.00182
NZL,1995-Q4,70.0761
NZL,1996-Q1,70.30319
NZL,1996-Q2,70.77186
NZL,1996-Q3,71.05698
NZL,1996-Q4,70.30926
NZL,1997-Q1,70.18773
NZL,1997-Q2,70.2376
NZL,1997-Q3,70.16544
NZL,1997-Q4,69.91087
NZL,1998-Q1,69.64204
NZL,1998-Q2,69.0205
NZL,1998-Q3,68.99626
NZL,1998-Q4,68.64432
NZL,1999-Q1,69.24903
NZL,1999-Q2,69.20109
NZL,1999-Q3,69.56252
NZL,1999-Q4,70.20571
NZL,2000-Q1,70.00346
NZL,2000-Q2,69.69485
NZL,2000-Q3,70.59054
NZL,2000-Q4,71.04099
NZL,2001-Q1,71.02539
NZL,2001-Q2,71.25826
NZL,2001-Q3,71.34759
NZL,2001-Q4,71.88048
NZL,2002-Q1,72.33437
NZL,2002-Q2,72.07298
NZL,2002-Q3,71.8965
NZL,2002-Q4,72.08453
NZL,2003-Q1,71.84061
NZL,2003-Q2,71.86393
NZL,2003-Q3,72.58638
NZL,2003-Q4,72.34288
NZL,2004-Q1,72.51365
NZL,2004-Q2,72.63619
NZL,2004-Q3,73.28383
NZL,2004-Q4,74.24538
NZL,2005-Q1,73.71721
NZL,2005-Q2,73.79787
NZL,2005-Q3,74.61929
NZL,2005-Q4,74.74279
NZL,2006-Q1,74.78092
NZL,2006-Q2,75.1143
NZL,2006-Q3,74.7226
NZL,2006-Q4,74.44208
NZL,2007-Q1,74.96739
NZL,2007-Q2,75.18695
NZL,2007-Q3,74.93214
NZL,2007-Q4,75.32929
NZL,2008-Q1,73.79374
NZL,2008-Q2,74.93694
NZL,2008-Q3,74.7132
NZL,2008-Q4,74.74799
NZL,2009-Q1,73.32063
NZL,2009-Q2,73.21813
NZL,2009-Q3,72.2144
NZL,2009-Q4,72.15865
NZL,2010-Q1,72.21098
NZL,2010-Q2,72.00035
NZL,2010-Q3,72.25798
NZL,2010-Q4,71.97881
NZL,2011-Q1,72.44676
NZL,2011-Q2,72.44975
NZL,2011-Q3,72.3364
NZL,2011-Q4,72.3851
NZL,2012-Q1,72.48067
NZL,2012-Q2,72.26699
NZL,2012-Q3,71.752
NZL,2012-Q4,70.92411
NZL,2013-Q1,72.09786
NZL,2013-Q2,72.37003
NZL,2013-Q3,72.90973
NZL,2013-Q4,73.4997
NZL,2014-Q1,73.94692
NZL,2014-Q2,73.94201
NZL,2014-Q3,74.06485
NZL,2014-Q4,74.74042
NZL,2015-Q1,74.80164
NZL,2015-Q2,74.45637
NZL,2015-Q3,73.56379
NZL,2015-Q4,74.18779
NZL,2016-Q1,74.61693
NZL,2016-Q2,75.62546
NZL,2016-Q3,75.7184
NZL,2016-Q4,76.34804
NZL,2017-Q1,76.78043
NZL,2017-Q2,76.23502
NZL,2017-Q3,77.10947
NZL,2017-Q4,77.54469
NZL,2018-Q1,77.54395
NZL,2018-Q2,77.57755
NZL,2018-Q3,77.92646
NZL,2018-Q4,76.92972
NZL,2019-Q1,77.45212
NZL,2019-Q2,77.60721
NZL,2019-Q3,77.4894
NZL,2019-Q4,77.30247
NZL,2020-Q1,77.6831
NZL,2020-Q2,76.84844
NZL,2020-Q3,76.10585
NZL,2020-Q4,76.52039
NZL,2021-Q1,77.11617
NZL,2021-Q2,77.84718
NZL,2021-Q3,79.10116
NZL,2021-Q4,79.26727
NZL,2022-Q1,79.10984
NZL,2022-Q2,79.2183
NZL,2022-Q3,80.12969
NZL,2022-Q4,80.25785
NZL,2023-Q1,80.36201
NZL,2023-Q2,80.39118
NZL,2023-Q3,79.79467
NOR,2000-Q1,77.42034
NOR,2000-Q2,77.60725
NOR,2000-Q3,77.52644
NOR,2000-Q4,77.46281
NOR,2001-Q1,77.28835
NOR,2001-Q2,77.27651
NOR,2001-Q3,77.04218
NOR,2001-Q4,77.11557
NOR,2002-Q1,77.11416
NOR,2002-Q2,77.15443
NOR,2002-Q3,76.81587
NOR,2002-Q4,76.22813
NOR,2003-Q1,75.86675
NOR,2003-Q2,75.42261
NOR,2003-Q3,75.36467
NOR,2003-Q4,75.24102
NOR,2004-Q1,75.04458
NOR,2004-Q2,75.16496
NOR,2004-Q3,75.21415
NOR,2004-Q4,75.06038
NOR,2005-Q1,74.67531
NOR,2005-Q2,74.58788
NOR,2005-Q3,74.93803
NOR,2005-Q4,75.12254
NOR,2006-Q1,75.22269
NOR,2006-Q2,75.15418
NOR,2006-Q3,75.47379
NOR,2006-Q4,75.58801
NOR,2007-Q1,76.21169
NOR,2007-Q2,76.46023
NOR,2007-Q3,76.89859
NOR,2007-Q4,77.62964
NOR,2008-Q1,78.06128
NOR,2008-Q2,78.06707
NOR,2008-Q3,78.11668
NOR,2008-Q4,77.58599
NOR,2009-Q1,76.96926
NOR,2009-Q2,76.59155
NOR,2009-Q3,76.13309
NOR,2009-Q4,75.95452
NOR,2010-Q1,75.39568
NOR,2010-Q2,75.30471
NOR,2010-Q3,75.21659
NOR,2010-Q4,75.31671
NOR,2011-Q1,75.0885
NOR,2011-Q2,74.95795
NOR,2011-Q3,75.50212
NOR,2011-Q4,75.58414
NOR,2012-Q1,75.75098
NOR,2012-Q2,75.88978
NOR,2012-Q3,75.78485
NOR,2012-Q4,75.54169
NOR,2013-Q1,75.46758
NOR,2013-Q2,75.36156
NOR,2013-Q3,75.48797
NOR,2013-Q4,75.34127
NOR,2014-Q1,75.15322
NOR,2014-Q2,75.41388
NOR,2014-Q3,75.1109
NOR,2014-Q4,75.21559
NOR,2015-Q1,74.81882
NOR,2015-Q2,74.9558
NOR,2015-Q3,74.76227
NOR,2015-Q4,74.59904
NOR,2016-Q1,74.62197
NOR,2016-Q2,74.23056
NOR,2016-Q3,74.24146
NOR,2016-Q4,74.06758
NOR,2017-Q1,73.88398
NOR,2017-Q2,73.98102
NOR,2017-Q3,74.00272
NOR,2017-Q4,74.17847
NOR,2018-Q1,74.55882
NOR,2018-Q2,74.90932
NOR,2018-Q3,74.74622
NOR,2018-Q4,75.04472
NOR,2019-Q1,75.04692
NOR,2019-Q2,75.33337
NOR,2019-Q3,75.57523
NOR,2019-Q4,75.23962
NOR,2020-Q1,75.52915
NOR,2020-Q2,74.36269
NOR,2020-Q3,74.17213
NOR,2020-Q4,74.60055
NOR,2021-Q1,74.8847
NOR,2021-Q2,75.98611
NOR,2021-Q3,76.92081
NOR,2021-Q4,77.392
NOR,2022-Q1,77.85249
NOR,2022-Q2,77.8077
NOR,2022-Q3,77.71002
NOR,2022-Q4,77.52653
NOR,2023-Q1,77.24049
NOR,2023-Q2,77.3922
POL,2000-Q1,55.40475
POL,2000-Q2,55.13938
POL,2000-Q3,54.82799
POL,2000-Q4,54.60408
POL,2001-Q1,54.17782
POL,2001-Q2,53.60994
POL,2001-Q3,53.16905
POL,2001-Q4,52.49646
POL,2002-Q1,52.04525
POL,2002-Q2,51.63474
POL,2002-Q3,51.23455
POL,2002-Q4,51.05988
POL,2003-Q1,51.05812
POL,2003-Q2,51.2817
POL,2003-Q3,51.16547
POL,2003-Q4,51.23969
POL,2004-Q1,51.40385
POL,2004-Q2,51.47269
POL,2004-Q3,51.62759
POL,2004-Q4,52.11121
POL,2005-Q1,52.37425
POL,2005-Q2,52.42052
POL,2005-Q3,53.00558
POL,2005-Q4,53.3204
POL,2006-Q1,53.41032
POL,2006-Q2,54.06461
POL,2006-Q3,54.9022
POL,2006-Q4,55.49374
POL,2007-Q1,56.15842
POL,2007-Q2,56.87173
POL,2007-Q3,57.16132
POL,2007-Q4,57.90667
POL,2008-Q1,58.7517
POL,2008-Q2,59.05636
POL,2008-Q3,59.45158
POL,2008-Q4,59.66581
POL,2009-Q1,57.02766
POL,2009-Q2,56.9544
POL,2009-Q3,57.20308
POL,2009-Q4,57.51298
POL,2010-Q1,56.51702
POL,2010-Q2,57.02138
POL,2010-Q3,57.22819
POL,2010-Q4,57.21609
POL,2011-Q1,57.17878
POL,2011-Q2,57.47222
POL,2011-Q3,57.55295
POL,2011-Q4,57.66254
POL,2012-Q1,57.77929
POL,2012-Q2,58.06501
POL,2012-Q3,58.05706
POL,2012-Q4,58.2049
POL,2013-Q1,57.87897
POL,2013-Q2,58.19672
POL,2013-Q3,58.59543
POL,2013-Q4,58.96436
POL,2014-Q1,59.39536
POL,2014-Q2,59.95841
POL,2014-Q3,60.58036
POL,2014-Q4,60.95132
POL,2015-Q1,61.06717
POL,2015-Q2,61.24381
POL,2015-Q3,61.78693
POL,2015-Q4,62.31204
POL,2016-Q1,62.85768
POL,2016-Q2,63.29235
POL,2016-Q3,63.58843
POL,2016-Q4,64.15818
POL,2017-Q1,64.7024
POL,2017-Q2,65.23061
POL,2017-Q3,65.52347
POL,2017-Q4,65.62828
POL,2018-Q1,66.05994
POL,2018-Q2,66.8572
POL,2018-Q3,66.95749
POL,2018-Q4,66.7081
POL,2019-Q1,66.81823
POL,2019-Q2,67.74899
POL,2019-Q3,67.84679
POL,2019-Q4,67.71274
POL,2020-Q1,67.70321
POL,2020-Q2,67.29468
POL,2020-Q3,67.89141
POL,2020-Q4,68.43622
POL,2021-Q1,69.38984
POL,2021-Q2,70.10421
POL,2021-Q3,70.75173
POL,2021-Q4,70.91529
POL,2022-Q1,71.19512
POL,2022-Q2,71.2944
POL,2022-Q3,71.14265
POL,2022-Q4,71.73232
POL,2023-Q1,72.13653
POL,2023-Q2,71.8876
PRT,1998-Q1,66.53934
PRT,1998-Q2,66.93438
PRT,1998-Q3,66.79893
PRT,1998-Q4,67.12978
PRT,1999-Q1,67.3469
PRT,1999-Q2,67.31715
PRT,1999-Q3,67.60715
PRT,1999-Q4,67.77253
PRT,2000-Q1,68.13086
PRT,2000-Q2,68.14333
PRT,2000-Q3,68.50874
PRT,2000-Q4,68.72691
PRT,2001-Q1,68.96098
PRT,2001-Q2,68.8167
PRT,2001-Q3,68.97389
PRT,2001-Q4,69.19976
PRT,2002-Q1,69.18144
PRT,2002-Q2,68.98397
PRT,2002-Q3,68.88342
PRT,2002-Q4,68.18814
PRT,2003-Q1,68.29013
PRT,2003-Q2,67.95918
PRT,2003-Q3,67.91685
PRT,2003-Q4,67.81767
PRT,2004-Q1,67.76858
PRT,2004-Q2,67.60622
PRT,2004-Q3,67.5101
PRT,2004-Q4,67.62835
PRT,2005-Q1,67.32996
PRT,2005-Q2,67.28195
PRT,2005-Q3,67.28088
PRT,2005-Q4,67.34006
PRT,2006-Q1,67.55726
PRT,2006-Q2,67.759
PRT,2006-Q3,67.78779
PRT,2006-Q4,67.4277
PRT,2007-Q1,67.39532
PRT,2007-Q2,67.32216
PRT,2007-Q3,67.82754
PRT,2007-Q4,67.89227
PRT,2008-Q1,68.08667
PRT,2008-Q2,68.2988
PRT,2008-Q3,67.96066
PRT,2008-Q4,67.71345
PRT,2009-Q1,63.75174
PRT,2009-Q2,63.21877
PRT,2009-Q3,62.42868
PRT,2009-Q4,62.49657
PRT,2010-Q1,62.60534
PRT,2010-Q2,62.22227
PRT,2010-Q3,62.06606
PRT,2010-Q4,62.10364
PRT,2011-Q1,62.52331
PRT,2011-Q2,62.29124
PRT,2011-Q3,61.62607
PRT,2011-Q4,60.89074
PRT,2012-Q1,60.25154
PRT,2012-Q2,59.79077
PRT,2012-Q3,59.03515
PRT,2012-Q4,58.2624
PRT,2013-Q1,58.12187
PRT,2013-Q2,58.06473
PRT,2013-Q3,59.04686
PRT,2013-Q4,60.03458
PRT,2014-Q1,60.22845
PRT,2014-Q2,60.83828
PRT,2014-Q3,61.8431
PRT,2014-Q4,61.91985
PRT,2015-Q1,61.93634
PRT,2015-Q2,62.85041
PRT,2015-Q3,62.9734
PRT,2015-Q4,63.30644
PRT,2016-Q1,63.44228
PRT,2016-Q2,63.85613
PRT,2016-Q3,64.64271
PRT,2016-Q4,64.9754
PRT,2017-Q1,65.75986
PRT,2017-Q2,66.53544
PRT,2017-Q3,67.46686
PRT,2017-Q4,68.10129
PRT,2018-Q1,68.47909
PRT,2018-Q2,68.91619
PRT,2018-Q3,69.29612
PRT,2018-Q4,69.39384
PRT,2019-Q1,69.61426
PRT,2019-Q2,69.7673
PRT,2019-Q3,70.15088
PRT,2019-Q4,69.85361
PRT,2020-Q1,69.57381
PRT,2020-Q2,67.43667
PRT,2020-Q3,68.11121
PRT,2020-Q4,68.94842
PRT,2021-Q1,68.63157
PRT,2021-Q2,70.0582
PRT,2021-Q3,70.86558
PRT,2021-Q4,70.95547
PRT,2022-Q1,71.68093
PRT,2022-Q2,71.5518
PRT,2022-Q3,71.89954
PRT,2022-Q4,71.66492
PRT,2023-Q1,71.81673
PRT,2023-Q2,72.38449
SVK,1999-Q1,59.08059
SVK,1999-Q2,58.30381
SVK,1999-Q3,57.81701
SVK,1999-Q4,57.27406
SVK,2000-Q1,56.97126
SVK,2000-Q2,56.60039
SVK,2000-Q3,56.67196
SVK,2000-Q4,56.7969
SVK,2001-Q1,56.72049
SVK,2001-Q2,56.96682
SVK,2001-Q3,56.85981
SVK,2001-Q4,56.7561
SVK,2002-Q1,56.72777
SVK,2002-Q2,56.58161
SVK,2002-Q3,56.77299
SVK,2002-Q4,57.1622
SVK,2003-Q1,57.55635
SVK,2003-Q2,57.94778
SVK,2003-Q3,57.83381
SVK,2003-Q4,57.5051
SVK,2004-Q1,56.85486
SVK,2004-Q2,56.88708
SVK,2004-Q3,57.072
SVK,2004-Q4,57.07287
SVK,2005-Q1,57.38262
SVK,2005-Q2,57.50358
SVK,2005-Q3,57.70213
SVK,2005-Q4,58.26858
SVK,2006-Q1,58.70778
SVK,2006-Q2,59.33108
SVK,2006-Q3,59.73254
SVK,2006-Q4,59.95398
SVK,2007-Q1,60.34769
SVK,2007-Q2,60.4796
SVK,2007-Q3,60.64641
SVK,2007-Q4,61.27518
SVK,2008-Q1,61.64273
SVK,2008-Q2,61.84643
SVK,2008-Q3,62.88668
SVK,2008-Q4,62.70081
SVK,2009-Q1,62.86227
SVK,2009-Q2,62.06611
SVK,2009-Q3,61.53832
SVK,2009-Q4,60.83653
SVK,2010-Q1,60.05268
SVK,2010-Q2,60.25943
SVK,2010-Q3,60.48384
SVK,2010-Q4,60.89153
SVK,2011-Q1,60.73562
SVK,2011-Q2,61.04717
SVK,2011-Q3,61.09291
SVK,2011-Q4,61.10284
SVK,2012-Q1,61.38136
SVK,2012-Q2,61.39362
SVK,2012-Q3,61.51091
SVK,2012-Q4,61.21791
SVK,2013-Q1,61.63654
SVK,2013-Q2,61.45344
SVK,2013-Q3,61.55529
SVK,2013-Q4,61.6597
SVK,2014-Q1,62.08117
SVK,2014-Q2,62.41472
SVK,2014-Q3,62.91409
SVK,2014-Q4,63.39837
SVK,2015-Q1,63.79037
SVK,2015-Q2,64.19512
SVK,2015-Q3,64.73586
SVK,2015-Q4,65.30951
SVK,2016-Q1,66.01591
SVK,2016-Q2,66.66032
SVK,2016-Q3,66.98232
SVK,2016-Q4,67.25151
SVK,2017-Q1,67.72527
SVK,2017-Q2,68.01334
SVK,2017-Q3,68.27328
SVK,2017-Q4,68.33439
SVK,2018-Q1,69.04516
SVK,2018-Q2,69.19556
SVK,2018-Q3,69.80359
SVK,2018-Q4,70.01616
SVK,2019-Q1,70.62393
SVK,2019-Q2,70.36148
SVK,2019-Q3,70.43056
SVK,2019-Q4,70.24036
SVK,2020-Q1,70.09463
SVK,2020-Q2,69.16485
SVK,2020-Q3,69.31741
SVK,2020-Q4,69.38248
SVK,2021-Q1,68.12506
SVK,2021-Q2,69.11366
SVK,2021-Q3,70.03484
SVK,2021-Q4,70.51203
SVK,2022-Q1,70.79134
SVK,2022-Q2,71.50953
SVK,2022-Q3,71.37047
SVK,2022-Q4,71.64417
SVK,2023-Q1,71.58086
SVK,2023-Q2,72.08301
ESP,1999-Q1,52.92431
ESP,1999-Q2,53.5539
ESP,1999-Q3,54.1268
ESP,1999-Q4,54.76043
ESP,2000-Q1,55.4664
ESP,2000-Q2,56.01584
ESP,2000-Q3,56.50467
ESP,2000-Q4,57.0307
ESP,2001-Q1,57.41948
ESP,2001-Q2,57.58123
ESP,2001-Q3,58.00433
ESP,2001-Q4,58.25555
ESP,2002-Q1,58.55236
ESP,2002-Q2,58.88678
ESP,2002-Q3,59.00801
ESP,2002-Q4,59.28777
ESP,2003-Q1,59.5823
ESP,2003-Q2,59.98309
ESP,2003-Q3,60.3773
ESP,2003-Q4,60.71799
ESP,2004-Q1,60.87252
ESP,2004-Q2,60.97043
ESP,2004-Q3,61.43408
ESP,2004-Q4,62.03017
ESP,2005-Q1,62.69128
ESP,2005-Q2,63.42702
ESP,2005-Q3,63.93763
ESP,2005-Q4,64.25174
ESP,2006-Q1,64.64392
ESP,2006-Q2,64.91988
ESP,2006-Q3,65.09422
ESP,2006-Q4,65.47921
ESP,2007-Q1,65.68576
ESP,2007-Q2,65.92802
ESP,2007-Q3,65.86322
ESP,2007-Q4,65.77824
ESP,2008-Q1,65.64638
ESP,2008-Q2,65.02801
ESP,2008-Q3,64.26681
ESP,2008-Q4,62.99928
ESP,2009-Q1,60.88344
ESP,2009-Q2,60.20499
ESP,2009-Q3,59.56884
ESP,2009-Q4,59.18679
ESP,2010-Q1,59.03159
ESP,2010-Q2,58.92616
ESP,2010-Q3,58.75511
ESP,2010-Q4,58.64045
ESP,2011-Q1,58.45913
ESP,2011-Q2,58.59709
ESP,2011-Q3,57.84103
ESP,2011-Q4,57.14187
ESP,2012-Q1,56.61037
ESP,2012-Q2,56.00866
ESP,2012-Q3,55.41293
ESP,2012-Q4,54.96614
ESP,2013-Q1,54.82571
ESP,2013-Q2,54.63324
ESP,2013-Q3,54.70524
ESP,2013-Q4,55.04271
ESP,2014-Q1,55.29606
ESP,2014-Q2,55.85238
ESP,2014-Q3,56.02806
ESP,2014-Q4,56.70244
ESP,2015-Q1,56.99836
ESP,2015-Q2,57.77417
ESP,2015-Q3,57.97565
ESP,2015-Q4,58.54147
ESP,2016-Q1,59.05557
ESP,2016-Q2,59.36935
ESP,2016-Q3,59.70239
ESP,2016-Q4,60.05648
ESP,2017-Q1,60.4362
ESP,2017-Q2,60.97816
